"","SRR5364316","SRR5364317","SRR5364318","SRR5364321","SRR5364323","SRR5364330"
"ENSMUSG00000041130",2096.15811736778,2355.88379106439,2308.88255780603,2706.55625452235,2470.69304954766,2310.34791022155
"ENSMUSG00000041132",1078.19627301389,1050.61122478041,1050.41918486759,1140.41447046553,997.290057271817,972.731902974829
"ENSMUSG00000041133",6000.3530016797,5564.19048255914,6030.221980701,5667.10923961727,6079.7466556276,5450.4563075614
"ENSMUSG00000041134",234.914271773975,246.137112499265,221.301905938122,198.467080973713,295.856185949007,197.353181397057
"ENSMUSG00000041135",244.953343217307,194.991738473444,219.262257035467,249.883423194882,279.202029786314,256.997698441501
"ENSMUSG00000041138",1.00390714433323,2.13105725107589,1.01982445132775,6.1699610665403,0.97965624486426,0.877125250653588
"ENSMUSG00000041141",1982.71661005812,1939.26209847906,2450.63815654059,1814.99688040727,1880.93999013938,1862.13690713757
"ENSMUSG00000041143",90.3516429899904,82.0457041664216,98.922971778792,96.6627233757981,70.5352496302267,92.9752765692803
"ENSMUSG00000041144",706.750629610592,707.511007357194,639.429930982501,574.834706032671,621.102059243941,489.435889864702
"ENSMUSG00000041147",581.262236568939,524.240083764668,469.119247610766,661.214160964236,475.133278759166,583.288291684636
"ENSMUSG00000041153",1424.54423780885,1416.08754333993,1366.56476477919,1149.66941206534,1342.12905546404,1191.13609038757
"ENSMUSG00000041161",496.934036444947,414.49063533426,417.108200593051,503.880153767458,406.557341618668,405.231865801958
"ENSMUSG00000041164",5558.63385817308,5865.73508358638,5738.55218762127,7318.60215176122,6031.74349962925,7342.41547322119
"ENSMUSG00000041165",23.0898643196642,26.6382156384486,14.2775423185885,12.3399221330806,29.3896873459278,10.5255030078431
"ENSMUSG00000041168",2537.8772608744,2733.08092450482,2852.44899036372,2924.5615455401,2600.00767386975,2741.89353354312
"ENSMUSG00000041180",622.422429486601,596.696030301248,511.951874566532,450.407157857442,482.97052871808,426.282871817644
"ENSMUSG00000041187",247.965064650307,237.612883494961,241.698394964677,232.401866839685,190.053311503667,246.472195433658
"ENSMUSG00000041189",177.691564546981,186.46750946914,146.854720991196,170.702256174282,149.887405464232,149.11129261111
"ENSMUSG00000041193",82.3203858353246,74.587003787656,123.398758610658,183.042178307362,139.111186770725,210.510060156861
"ENSMUSG00000041199",887.453915590573,935.534133222314,1100.39058298265,1001.59034646838,1076.64221310582,992.905783739862
"ENSMUSG00000041202",1.00390714433323,1.06552862553794,4.07929780531101,3.08498053327015,2.93896873459278,4.38562625326794
"ENSMUSG00000041203",1996.77131007879,2205.64425486354,2187.52344809803,2096.75843577928,2172.87755110893,2169.13074486632
"ENSMUSG00000041205",1952.59939572813,1977.62112899842,1826.50559232801,1391.32622050484,1648.76146010655,1254.28910843463
"ENSMUSG00000041215",1281.98942331353,1249.86507775601,1002.48743565518,1304.94676557327,1171.66886885766,1158.68245611339
"ENSMUSG00000041216",676.633415280595,760.787438634091,689.401329097561,650.930892520002,672.044183976883,563.991536170257
"ENSMUSG00000041219",190.742357423313,183.270923592526,184.588225690323,169.673929329858,174.378811585838,192.967555143789
"ENSMUSG00000041220",3881.10501999226,3737.8744183871,3277.7157865674,2893.7117402074,3440.55273196328,2686.63464275194
"ENSMUSG00000041225",3271.73338338199,3238.14149300981,3428.6498053639,3144.62349024671,3104.53063997484,3197.12153863233
"ENSMUSG00000041229",1922.48218139813,1746.40141725669,1721.46367384125,1623.72808734452,1603.69727284279,1684.95760650554
"ENSMUSG00000041231",2928.39714002002,2927.00713435273,3228.76421290367,2579.04372581385,2933.0907971236,2630.49862671011
"ENSMUSG00000041235",7926.85081165516,7276.49498379861,7024.55082074556,9753.68011935579,8430.92164330182,8375.66901849111
"ENSMUSG00000041236",5541.56743671941,5660.08805885755,6376.96229415244,5169.39904691635,5461.58356511825,5289.06526144114
"ENSMUSG00000041237",4.01562857733291,1.06552862553794,4.07929780531101,3.08498053327015,3.91862497945704,2.63137575196076
"ENSMUSG00000041238",250.976786083307,246.137112499265,265.154357345216,201.552061506983,233.158186277694,290.328457966338
"ENSMUSG00000041241",1777.91955261415,1801.80890578466,1657.2147334076,1775.92046031918,1755.54399079675,1853.36565463103
"ENSMUSG00000041245",1283.9972376022,1248.79954913047,1466.50756100931,1186.68917846458,1057.04908820854,1194.64459139019
"ENSMUSG00000041258",2251.76372473943,2313.26264604287,2124.29433211571,2051.51205462465,2102.3423014787,1782.31850932809
"ENSMUSG00000041261",78201.3548221254,82732.9701298936,64933.2426404893,62209.660780237,71256.2766264468,59784.8570845486
"ENSMUSG00000041263",2820.97907557637,2825.78191492662,3125.76194331956,2617.09181905751,2778.30511043504,2714.70265077286
"ENSMUSG00000041264",1706.64214536649,1722.95978749485,1832.62453903597,2034.03049826945,1663.45630377951,2034.93058151632
"ENSMUSG00000041268",11763.7839172968,11216.8198410379,10966.1723251273,10402.5543581869,10489.1794137616,9628.20387642444
"ENSMUSG00000041272",66.257871525993,58.6040744045869,126.458231964641,94.6060696869513,51.9217809778058,101.746529075816
